Ticker,spx,dax,ftse,nikkei
Price,,,,
Date,,,,
2020-04-06,2663.679931640625,10075.169921875,5582.39990234375,18576.30078125
2020-04-07,2659.409912109375,10356.7001953125,5704.5,18950.1796875
2020-04-08,2749.97998046875,10332.8896484375,5677.7001953125,19353.240234375
2020-04-09,2789.820068359375,10564.740234375,5842.7001953125,19345.76953125
2020-04-10,2789.820068359375,10564.740234375,5842.7001953125,19498.5
2020-04-13,2761.6298828125,10564.740234375,5842.7001953125,19043.400390625
2020-04-14,2846.06005859375,10696.5595703125,5791.2998046875,19638.810546875
2020-04-15,2783.360107421875,10279.759765625,5597.7001953125,19550.08984375
2020-04-16,2799.550048828125,10301.5400390625,5628.39990234375,19290.19921875
2020-04-17,2874.56005859375,10625.7802734375,5787.0,19897.259765625
2020-04-20,2823.159912109375,10675.900390625,5812.7998046875,19669.119140625
2020-04-21,2736.56005859375,10249.849609375,5641.0,19280.779296875
2020-04-22,2799.31005859375,10415.0302734375,5770.60009765625,19137.94921875
2020-04-23,2797.800048828125,10513.7900390625,5826.60009765625,19429.439453125
2020-04-24,2836.739990234375,10336.08984375,5752.2001953125,19262.0
2020-04-27,2878.47998046875,10659.990234375,5846.7998046875,19783.220703125
2020-04-28,2863.389892578125,10795.6298828125,5958.5,19771.189453125
2020-04-29,2939.510009765625,11107.740234375,6115.2998046875,19771.189453125
2020-04-30,2912.429931640625,10861.6396484375,5901.2001953125,20193.689453125
2020-05-01,2830.7099609375,10861.6396484375,5763.10009765625,19619.349609375
2020-05-04,2842.739990234375,10466.7998046875,5753.7998046875,19619.349609375
2020-05-05,2868.43994140625,10729.4599609375,5849.39990234375,19619.349609375
2020-05-06,2848.419921875,10606.2001953125,5853.7998046875,19619.349609375
2020-05-07,2881.18994140625,10759.26953125,5936.0,19674.76953125
2020-05-08,2929.800048828125,10904.48046875,5936.0,20179.08984375
2020-05-11,2930.18994140625,10824.990234375,5939.7001953125,20390.66015625
2020-05-12,2870.1201171875,10819.5,5994.7998046875,20366.48046875
2020-05-13,2820.0,10542.66015625,5904.10009765625,20267.05078125
2020-05-14,2852.5,10337.01953125,5741.5,19914.779296875
2020-05-15,2863.699951171875,10465.169921875,5799.7998046875,20037.470703125
2020-05-18,2953.909912109375,11058.8701171875,6048.60009765625,20133.73046875
2020-05-19,2922.93994140625,11075.2900390625,6002.2001953125,20433.44921875
2020-05-20,2971.610107421875,11223.7099609375,6067.2001953125,20595.150390625
2020-05-21,2948.510009765625,11065.9296875,6015.2998046875,20552.310546875
2020-05-22,2955.449951171875,11073.8701171875,5993.2998046875,20388.16015625
2020-05-25,2955.449951171875,11391.2802734375,5993.2998046875,20741.650390625
2020-05-26,2991.77001953125,11504.650390625,6067.7998046875,21271.169921875
2020-05-27,3036.1298828125,11657.6904296875,6144.2998046875,21419.23046875
2020-05-28,3029.72998046875,11781.1298828125,6218.7998046875,21916.310546875
2020-05-29,3044.31005859375,11586.849609375,6076.60009765625,21877.890625
2020-06-01,3055.72998046875,11586.849609375,6166.39990234375,22062.390625
2020-06-02,3080.820068359375,12021.2802734375,6220.10009765625,22325.609375
2020-06-03,3122.8701171875,12487.3603515625,6382.39990234375,22613.759765625
2020-06-04,3112.35009765625,12430.5595703125,6341.39990234375,22695.740234375
2020-06-05,3193.929931640625,12847.6796875,6484.2998046875,22863.73046875
2020-06-08,3232.389892578125,12819.58984375,6472.60009765625,23178.099609375
2020-06-09,3207.179931640625,12617.990234375,6335.7001953125,23091.029296875
2020-06-10,3190.139892578125,12530.16015625,6329.10009765625,23124.94921875
2020-06-11,3002.10009765625,11970.2900390625,6076.7001953125,22472.91015625
2020-06-12,3041.31005859375,11949.2802734375,6105.2001953125,22305.48046875
2020-06-15,3066.590087890625,11911.349609375,6064.7001953125,21530.94921875
2020-06-16,3124.739990234375,12315.66015625,6242.7998046875,22582.2109375
2020-06-17,3113.489990234375,12382.1396484375,6253.2998046875,22455.759765625
2020-06-18,3115.340087890625,12281.5302734375,6224.10009765625,22355.4609375
2020-06-19,3097.739990234375,12330.759765625,6292.60009765625,22478.7890625
2020-06-22,3117.860107421875,12262.9697265625,6244.60009765625,22437.26953125
2020-06-23,3131.2900390625,12523.759765625,6320.10009765625,22549.05078125
2020-06-24,3050.330078125,12093.9404296875,6123.7001953125,22534.3203125
2020-06-25,3083.760009765625,12177.8701171875,6147.10009765625,22259.7890625
2020-06-26,3009.050048828125,12089.3896484375,6159.2998046875,22512.080078125
2020-06-29,3053.239990234375,12232.1201171875,6225.7998046875,21995.0390625
2020-06-30,3100.2900390625,12310.9296875,6169.7001953125,22288.140625
2020-07-01,3115.860107421875,12260.5703125,6158.0,22121.73046875
2020-07-02,3130.010009765625,12608.4599609375,6240.39990234375,22145.9609375
2020-07-03,3130.010009765625,12528.1796875,6157.2998046875,22306.48046875
2020-07-06,3179.719970703125,12733.4501953125,6285.89990234375,22714.439453125
2020-07-07,3145.320068359375,12616.7998046875,6189.89990234375,22614.689453125
2020-07-08,3169.93994140625,12494.8095703125,6156.2001953125,22438.650390625
2020-07-09,3152.050048828125,12489.4599609375,6049.60009765625,22529.2890625
2020-07-10,3185.0400390625,12633.7099609375,6095.39990234375,22290.810546875
2020-07-13,3155.219970703125,12799.9697265625,6176.2001953125,22784.740234375
2020-07-14,3197.52001953125,12697.3603515625,6179.7998046875,22587.009765625
2020-07-15,3226.56005859375,12930.98046875,6292.7001953125,22945.5
2020-07-16,3215.570068359375,12874.9697265625,6250.7001953125,22770.359375
2020-07-17,3224.72998046875,12919.6103515625,6290.2998046875,22696.419921875
2020-07-20,3251.840087890625,13046.919921875,6261.5,22717.48046875
2020-07-21,3257.300048828125,13171.830078125,6269.7001953125,22884.220703125
2020-07-22,3276.02001953125,13104.25,6207.10009765625,22751.609375
2020-07-23,3235.659912109375,13103.3896484375,6211.39990234375,22751.609375
2020-07-24,3215.6298828125,12838.0595703125,6123.7998046875,22751.609375
2020-07-27,3239.409912109375,12838.66015625,6104.89990234375,22715.849609375
2020-07-28,3218.43994140625,12835.2802734375,6129.2998046875,22657.380859375
2020-07-29,3258.43994140625,12822.259765625,6131.5,22397.109375
2020-07-30,3246.219970703125,12379.650390625,5990.0,22339.23046875
2020-07-31,3271.1201171875,12313.3603515625,5897.7998046875,21710.0
2020-08-03,3294.610107421875,12646.98046875,6032.89990234375,22195.380859375
2020-08-04,3306.510009765625,12600.8701171875,6036.0,22573.66015625
2020-08-05,3327.77001953125,12660.25,6104.7001953125,22514.849609375
2020-08-06,3349.159912109375,12591.6796875,6026.89990234375,22418.150390625
2020-08-07,3351.280029296875,12674.8798828125,6032.2001953125,22329.939453125
2020-08-10,3360.469970703125,12687.5302734375,6050.60009765625,22329.939453125
2020-08-11,3333.68994140625,12946.8896484375,6154.2998046875,22750.240234375
2020-08-12,3380.35009765625,13058.6298828125,6280.10009765625,22843.9609375
2020-08-13,3373.429931640625,12993.7099609375,6185.60009765625,23249.609375
2020-08-14,3372.85009765625,12901.33984375,6090.0,23289.359375
2020-08-17,3381.989990234375,12920.66015625,6127.39990234375,23096.75
2020-08-18,3389.780029296875,12881.759765625,6076.60009765625,23051.080078125
2020-08-19,3374.85009765625,12977.330078125,6112.0,23110.609375
2020-08-20,3385.510009765625,12830.0,6013.2998046875,22880.619140625
2020-08-21,3397.159912109375,12764.7998046875,6001.89990234375,22920.30078125
2020-08-24,3431.280029296875,13066.5400390625,6104.7001953125,22985.509765625
2020-08-25,3443.6201171875,13061.6201171875,6037.0,23296.76953125
2020-08-26,3478.72998046875,13190.150390625,6045.60009765625,23290.859375
2020-08-27,3484.550048828125,13096.3603515625,6000.0,23208.859375
2020-08-28,3508.010009765625,13033.2001953125,5963.60009765625,22882.650390625
2020-08-31,3500.31005859375,12945.3798828125,5963.60009765625,23139.759765625
2020-09-01,3526.64990234375,12974.25,5862.10009765625,23138.0703125
2020-09-02,3580.840087890625,13243.4296875,5941.0,23247.150390625
2020-09-03,3455.06005859375,13057.76953125,5850.89990234375,23465.529296875
2020-09-04,3426.9599609375,12842.66015625,5799.10009765625,23205.4296875
2020-09-07,3426.9599609375,13100.2802734375,5937.39990234375,23089.94921875
2020-09-08,3331.840087890625,12968.330078125,5930.2998046875,23274.130859375
2020-09-09,3398.9599609375,13237.2099609375,6012.7998046875,23032.5390625
2020-09-10,3339.18994140625,13208.8896484375,6003.2998046875,23235.470703125
2020-09-11,3340.969970703125,13202.83984375,6032.10009765625,23406.490234375
2020-09-14,3383.5400390625,13193.66015625,6026.2998046875,23559.30078125
2020-09-15,3401.199951171875,13217.669921875,6105.5,23454.890625
2020-09-16,3385.489990234375,13255.3701171875,6078.5,23475.529296875
2020-09-17,3357.010009765625,13208.1201171875,6049.89990234375,23319.369140625
2020-09-18,3319.469970703125,13116.25,6007.10009765625,23360.30078125
2020-09-21,3281.06005859375,12542.4404296875,5804.2998046875,23360.30078125
2020-09-22,3315.570068359375,12594.3896484375,5829.5,23360.30078125
2020-09-23,3236.919921875,12642.9697265625,5899.2998046875,23346.490234375
2020-09-24,3246.590087890625,12606.5703125,5822.7998046875,23087.8203125
2020-09-25,3298.4599609375,12469.2001953125,5842.7001953125,23204.619140625
2020-09-28,3351.60009765625,12870.8701171875,5927.89990234375,23511.619140625
2020-09-29,3335.469970703125,12825.8203125,5897.5,23539.099609375
2020-09-30,3363.0,12760.73046875,5866.10009765625,23185.119140625
2020-10-01,3380.800048828125,12730.76953125,5879.5,23185.119140625
2020-10-02,3348.419921875,12689.0400390625,5902.10009765625,23029.900390625
2020-10-05,3408.60009765625,12828.3095703125,5942.89990234375,23312.140625
2020-10-06,3360.969970703125,12906.01953125,5949.89990234375,23433.73046875
2020-10-07,3419.43994140625,12928.5703125,5946.2998046875,23422.8203125
2020-10-08,3446.830078125,13042.2099609375,5978.0,23647.0703125
2020-10-09,3477.139892578125,13051.23046875,6016.7001953125,23619.689453125
2020-10-12,3534.219970703125,13138.41015625,6001.39990234375,23558.689453125
2020-10-13,3511.929931640625,13018.990234375,5969.7001953125,23601.779296875
2020-10-14,3488.669921875,13028.0595703125,5935.10009765625,23626.73046875
2020-10-15,3483.340087890625,12703.75,5832.5,23507.23046875
2020-10-16,3483.81005859375,12908.990234375,5919.60009765625,23410.630859375
2020-10-19,3426.919921875,12854.66015625,5884.7001953125,23671.130859375
2020-10-20,3443.1201171875,12736.9501953125,5889.2001953125,23567.0390625
2020-10-21,3435.56005859375,12557.6396484375,5776.5,23639.4609375
2020-10-22,3453.489990234375,12543.0595703125,5785.7001953125,23474.26953125
2020-10-23,3465.389892578125,12645.75,5860.2998046875,23516.58984375
2020-10-26,3400.969970703125,12177.1796875,5792.0,23494.33984375
2020-10-27,3390.679931640625,12063.5703125,5729.0,23485.80078125
2020-10-28,3271.030029296875,11560.509765625,5582.7998046875,23418.509765625
2020-10-29,3310.110107421875,11598.0703125,5581.7998046875,23331.939453125
2020-10-30,3269.9599609375,11556.48046875,5577.2998046875,22977.130859375
2020-11-02,3310.239990234375,11788.2802734375,5655.0,23295.48046875
2020-11-03,3369.159912109375,12088.98046875,5786.7998046875,23295.48046875
2020-11-04,3443.43994140625,12324.2197265625,5883.2998046875,23695.23046875
2020-11-05,3510.449951171875,12568.08984375,5906.2001953125,24105.279296875
2020-11-06,3509.43994140625,12480.01953125,5910.0,24325.23046875
2020-11-09,3550.5,13095.9697265625,6186.2998046875,24839.83984375
2020-11-10,3545.530029296875,13163.1103515625,6296.89990234375,24905.58984375
2020-11-11,3572.659912109375,13216.1796875,6382.10009765625,25349.599609375
2020-11-12,3537.010009765625,13052.9501953125,6338.89990234375,25520.880859375
2020-11-13,3585.14990234375,13076.7197265625,6316.39990234375,25385.869140625
2020-11-16,3626.909912109375,13138.6103515625,6421.2998046875,25906.9296875
2020-11-17,3609.530029296875,13133.4697265625,6365.2998046875,26014.619140625
2020-11-18,3567.7900390625,13201.8896484375,6385.2001953125,25728.140625
2020-11-19,3581.8701171875,13086.16015625,6334.39990234375,25634.33984375
2020-11-20,3557.5400390625,13137.25,6351.5,25527.369140625
2020-11-23,3577.590087890625,13126.9697265625,6333.7998046875,25527.369140625
2020-11-24,3635.409912109375,13292.4404296875,6432.2001953125,26165.58984375
2020-11-25,3629.64990234375,13289.7998046875,6391.10009765625,26296.859375
2020-11-26,3629.64990234375,13286.5703125,6362.89990234375,26537.310546875
2020-11-27,3638.35009765625,13335.6796875,6367.60009765625,26644.7109375
2020-11-30,3621.6298828125,13291.16015625,6266.2001953125,26433.619140625
2020-12-01,3662.449951171875,13382.2998046875,6384.7001953125,26787.5390625
2020-12-02,3669.010009765625,13313.240234375,6463.39990234375,26800.98046875
2020-12-03,3666.719970703125,13252.8603515625,6490.2998046875,26809.369140625
2020-12-04,3699.1201171875,13298.9599609375,6550.2001953125,26751.240234375
2020-12-07,3691.9599609375,13271.0,6555.39990234375,26547.439453125
2020-12-08,3702.25,13278.490234375,6558.7998046875,26467.080078125
2020-12-09,3672.820068359375,13340.259765625,6564.2998046875,26817.939453125
2020-12-10,3668.10009765625,13295.73046875,6599.7998046875,26756.240234375
2020-12-11,3663.4599609375,13114.2998046875,6546.7998046875,26652.51953125
2020-12-14,3647.489990234375,13223.16015625,6531.7998046875,26732.439453125
2020-12-15,3694.6201171875,13362.8701171875,6513.2998046875,26687.83984375
2020-12-16,3701.169921875,13565.98046875,6570.89990234375,26757.400390625
2020-12-17,3722.47998046875,13667.25,6551.10009765625,26806.669921875
2020-12-18,3709.409912109375,13630.509765625,6529.2001953125,26763.390625
2020-12-21,3694.919921875,13246.2998046875,6416.2998046875,26714.419921875
2020-12-22,3687.260009765625,13418.1103515625,6416.2998046875,26436.390625
2020-12-23,3690.010009765625,13587.23046875,6495.7998046875,26524.7890625
2020-12-24,3703.06005859375,13587.23046875,6502.10009765625,26668.349609375
2020-12-25,3703.06005859375,13587.23046875,6502.10009765625,26656.609375
2020-12-28,3735.360107421875,13790.2900390625,6502.10009765625,26854.029296875
2020-12-29,3727.0400390625,13761.3798828125,6602.7001953125,27568.150390625
2020-12-30,3732.0400390625,13718.7802734375,6555.7998046875,27444.169921875
2020-12-31,3756.070068359375,13718.7802734375,6460.5,27444.169921875
2021-01-01,3756.070068359375,13718.7802734375,6460.5,27444.169921875
2021-01-04,3700.64990234375,13726.740234375,6571.89990234375,27258.380859375
2021-01-05,3726.860107421875,13651.2197265625,6612.2998046875,27158.630859375
2021-01-06,3748.139892578125,13891.9697265625,6841.89990234375,27055.939453125
2021-01-07,3803.7900390625,13968.240234375,6857.0,27490.130859375
2021-01-08,3824.679931640625,14049.5302734375,6873.2998046875,28139.029296875
2021-01-11,3799.610107421875,13936.66015625,6798.5,28139.029296875
2021-01-12,3801.18994140625,13925.0595703125,6754.10009765625,28164.33984375
2021-01-13,3809.840087890625,13939.7099609375,6745.5,28456.58984375
2021-01-14,3795.5400390625,13988.7001953125,6802.0,28698.259765625
2021-01-15,3768.25,13787.73046875,6735.7001953125,28519.1796875
2021-01-18,3768.25,13848.349609375,6720.7001953125,28242.2109375
2021-01-19,3798.909912109375,13815.0595703125,6713.0,28633.4609375
2021-01-20,3851.85009765625,13921.3701171875,6740.39990234375,28523.259765625
2021-01-21,3853.070068359375,13906.669921875,6715.39990234375,28756.859375
2021-01-22,3841.469970703125,13873.9697265625,6695.10009765625,28631.44921875
2021-01-25,3855.360107421875,13643.9501953125,6638.89990234375,28822.2890625
2021-01-26,3849.6201171875,13870.990234375,6654.0,28546.1796875
2021-01-27,3750.77001953125,13620.4599609375,6567.39990234375,28635.2109375
2021-01-28,3787.3798828125,13665.9296875,6526.2001953125,28197.419921875
2021-01-29,3714.239990234375,13432.8701171875,6407.5,27663.390625
2021-02-01,3773.860107421875,13622.01953125,6466.39990234375,28091.05078125
2021-02-02,3826.31005859375,13835.16015625,6516.7001953125,28362.169921875
2021-02-03,3830.169921875,13933.6298828125,6507.7998046875,28646.5
2021-02-04,3871.739990234375,14060.2900390625,6503.7001953125,28341.94921875
2021-02-05,3886.830078125,14056.7197265625,6489.2998046875,28779.189453125
2021-02-08,3915.590087890625,14059.91015625,6523.5,29388.5
2021-02-09,3911.22998046875,14011.7998046875,6531.60009765625,29505.9296875
2021-02-10,3909.8798828125,13932.9697265625,6524.39990234375,29562.9296875
2021-02-11,3916.3798828125,14040.91015625,6528.7001953125,29562.9296875
2021-02-12,3934.830078125,14049.8896484375,6589.7998046875,29520.0703125
2021-02-15,3934.830078125,14109.48046875,6756.10009765625,30084.150390625
2021-02-16,3932.590087890625,14064.599609375,6748.89990234375,30467.75
2021-02-17,3931.330078125,13909.26953125,6710.89990234375,30292.189453125
2021-02-18,3913.969970703125,13886.9296875,6617.2001953125,30236.08984375
2021-02-19,3906.7099609375,13993.23046875,6624.0,30017.919921875
2021-02-22,3876.5,13950.0400390625,6612.2001953125,30156.029296875
2021-02-23,3881.3701171875,13864.8095703125,6625.89990234375,30156.029296875
2021-02-24,3925.429931640625,13976.0,6659.0,29671.69921875
2021-02-25,3829.340087890625,13879.330078125,6652.0,30168.26953125
2021-02-26,3811.14990234375,13786.2900390625,6483.39990234375,28966.009765625
2021-03-01,3901.820068359375,14012.8203125,6588.5,29663.5
2021-03-02,3870.2900390625,14039.7998046875,6613.7998046875,29408.169921875
2021-03-03,3819.719970703125,14080.0302734375,6675.5,29559.099609375
2021-03-04,3768.469970703125,14056.33984375,6650.89990234375,28930.109375
2021-03-05,3841.93994140625,13920.6904296875,6630.5,28864.3203125
2021-03-08,3821.35009765625,14380.91015625,6719.10009765625,28743.25
2021-03-09,3875.43994140625,14437.9404296875,6730.2998046875,29027.939453125
2021-03-10,3898.81005859375,14540.25,6725.60009765625,29036.560546875
2021-03-11,3939.340087890625,14569.3896484375,6737.0,29211.640625
2021-03-12,3943.340087890625,14502.3896484375,6761.5,29717.830078125
2021-03-15,3968.93994140625,14461.419921875,6749.7001953125,29766.970703125
2021-03-16,3962.7099609375,14557.580078125,6803.60009765625,29921.08984375
2021-03-17,3974.1201171875,14596.6103515625,6762.7001953125,29914.330078125
2021-03-18,3915.4599609375,14775.51953125,6779.7001953125,30216.75
2021-03-19,3913.10009765625,14621.0,6708.7001953125,29792.05078125
2021-03-22,3940.590087890625,14657.2099609375,6726.10009765625,29174.150390625
2021-03-23,3910.52001953125,14662.01953125,6699.2001953125,28995.919921875
2021-03-24,3889.139892578125,14610.3896484375,6712.89990234375,28405.51953125
2021-03-25,3909.52001953125,14621.3603515625,6674.7998046875,28729.880859375
2021-03-26,3974.5400390625,14748.9404296875,6740.60009765625,29176.69921875
2021-03-29,3971.090087890625,14817.7197265625,6736.2001953125,29384.51953125
2021-03-30,3958.550048828125,15008.6103515625,6772.10009765625,29432.69921875
2021-03-31,3972.889892578125,15008.33984375,6713.60009765625,29178.80078125
2021-04-01,4019.8701171875,15107.169921875,6737.2998046875,29388.869140625
2021-04-02,4019.8701171875,15107.169921875,6737.2998046875,29854.0
2021-04-05,4077.909912109375,15107.169921875,6737.2998046875,30089.25
2021-04-06,4073.93994140625,15212.6796875,6823.60009765625,29696.630859375
2021-04-07,4079.949951171875,15176.3603515625,6885.2998046875,29730.7890625
2021-04-08,4097.169921875,15202.6796875,6942.2001953125,29708.98046875
2021-04-09,4128.7998046875,15234.16015625,6915.7998046875,29768.060546875
2021-04-12,4127.990234375,15215.0,6889.10009765625,29538.73046875
2021-04-13,4141.58984375,15234.3603515625,6890.5,29751.609375
2021-04-14,4124.66015625,15209.150390625,6939.60009765625,29620.990234375
2021-04-15,4170.419921875,15255.330078125,6983.5,29642.689453125
2021-04-16,4185.47021484375,15459.75,7019.5,29683.369140625
2021-04-19,4163.259765625,15368.3896484375,7000.10009765625,29685.369140625
2021-04-20,4134.93994140625,15129.509765625,6859.89990234375,29100.380859375
2021-04-21,4173.419921875,15195.9697265625,6895.2998046875,28508.55078125
2021-04-22,4134.97998046875,15320.51953125,6938.2001953125,29188.169921875
2021-04-23,4180.169921875,15279.6201171875,6938.60009765625,29020.630859375
2021-04-26,4187.6201171875,15296.33984375,6963.10009765625,29126.23046875
2021-04-27,4186.72021484375,15249.26953125,6945.0,28991.890625
2021-04-28,4183.18017578125,15292.1796875,6963.7001953125,29053.970703125
2021-04-29,4211.47021484375,15154.2001953125,6961.5,29053.970703125
2021-04-30,4181.169921875,15135.91015625,6969.7998046875,28812.630859375
2021-05-03,4192.66015625,15236.4697265625,6969.7998046875,28812.630859375
2021-05-04,4164.66015625,14856.48046875,6923.2001953125,28812.630859375
2021-05-05,4167.58984375,15170.7802734375,7039.2998046875,28812.630859375
2021-05-06,4201.6201171875,15196.740234375,7076.2001953125,29331.369140625
2021-05-07,4232.60009765625,15399.650390625,7129.7001953125,29357.8203125
2021-05-10,4188.43017578125,15400.41015625,7123.7001953125,29518.33984375
2021-05-11,4152.10009765625,15119.75,6948.0,28608.58984375
2021-05-12,4063.0400390625,15150.2197265625,7004.60009765625,28147.509765625
2021-05-13,4112.5,15199.6796875,6963.2998046875,27448.009765625
2021-05-14,4173.85009765625,15416.6396484375,7043.60009765625,28084.470703125
2021-05-17,4163.2900390625,15396.6201171875,7032.89990234375,27824.830078125
2021-05-18,4127.830078125,15386.580078125,7034.2001953125,28406.83984375
2021-05-19,4115.68017578125,15113.5595703125,6950.2001953125,28044.44921875
2021-05-20,4159.1201171875,15370.259765625,7019.7998046875,28098.25
2021-05-21,4155.85986328125,15437.509765625,7018.10009765625,28317.830078125
2021-05-24,4197.0498046875,15437.509765625,7051.60009765625,28364.609375
2021-05-25,4188.1298828125,15465.08984375,7029.7998046875,28553.98046875
2021-05-26,4195.990234375,15450.7197265625,7026.89990234375,28642.189453125
2021-05-27,4200.8798828125,15406.73046875,7019.7001953125,28549.009765625
2021-05-28,4204.10986328125,15519.98046875,7022.60009765625,29149.41015625
2021-05-31,4204.10986328125,15421.1298828125,7022.60009765625,28860.080078125
2021-06-01,4202.0400390625,15567.3603515625,7080.5,28814.33984375
2021-06-02,4208.1201171875,15602.7099609375,7108.0,28946.140625
2021-06-03,4192.85009765625,15632.669921875,7064.39990234375,29058.109375
2021-06-04,4229.89013671875,15692.900390625,7069.0,28941.51953125
2021-06-07,4226.52001953125,15677.150390625,7077.2001953125,29019.240234375
2021-06-08,4227.259765625,15640.599609375,7095.10009765625,28963.560546875
2021-06-09,4219.5498046875,15581.1396484375,7081.0,28860.80078125
2021-06-10,4239.18017578125,15571.2197265625,7088.2001953125,28958.560546875
2021-06-11,4247.43994140625,15693.26953125,7134.10009765625,28948.73046875
2021-06-14,4255.14990234375,15673.6396484375,7146.7001953125,29161.80078125
2021-06-15,4246.58984375,15729.51953125,7172.5,29441.30078125
2021-06-16,4223.7001953125,15710.5703125,7185.0,29291.009765625
2021-06-17,4221.85986328125,15727.669921875,7153.39990234375,29018.330078125
2021-06-18,4166.4501953125,15448.0400390625,7017.5,28964.080078125
2021-06-21,4224.7900390625,15603.240234375,7062.2998046875,28010.9296875
